date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2018-10-30 00:40:37,JustinTrudeau,,29,84,480,"La lutte contre les changements climatiques est un défi, mais aussi une opportunité. Une opportunité de bâtir une économie plus forte et écologique, une société plus résiliente et un avenir meilleur pour les Canadiens. C’est pourquoi nous mettons un prix sur la pollution.pic.twitter.com/goA2CaTVuL",,,,1057069727091187718,https://twitter.com/JustinTrudeau/status/1057069727091187718
2018-10-29 20:44:03,JustinTrudeau,,156,184,826,"We have a responsibility to our kids & their kids to protect our environment. The #Anthropocene exhibit is a stark reminder that the time to act is now. It’s why we’re putting a price on pollution & what I spoke about with students from @CcSamuelGenest at the @NatGalleryCan todaypic.twitter.com/puSqCmBzY1",,@CcSamuelGenest @NatGalleryCan,#Anthropocene,1057010196982173697,https://twitter.com/JustinTrudeau/status/1057010196982173697
2018-10-29 20:41:28,JustinTrudeau,,22,41,219,"Nous avons la responsabilité envers nos enfants de protéger notre planète. L’exposition #Anthropocene est un rappel brutal qu’il est temps d’agir. C’est pourquoi nous tarifions la pollution et c’est ce dont j’ai discuté avec des élèves du @CcSamuelGenest au @MBACanada aujourd’huipic.twitter.com/qR3wo0o1j7",,@CcSamuelGenest @MBACanada,#Anthropocene,1057009543140515841,https://twitter.com/JustinTrudeau/status/1057009543140515841
2018-10-29 15:30:59,JustinTrudeau,,156,178,764,"To help more women succeed in business & the private sector, we need to make gender diversity in leadership a priority. Thanks, Canada-US @AdvanceBizWomen Council, for your final report on how we can promote women’s leadership across our economy:https://pm.gc.ca/eng/news/2018/10/29/prime-minister-welcomes-final-report-canada-united-states-council-advancement-women …",,@AdvanceBizWomen,,1056931410248978432,https://twitter.com/JustinTrudeau/status/1056931410248978432
2018-10-29 15:30:12,JustinTrudeau,,9,26,165,"Pour aider plus de femmes à réussir en affaires, il faut prioriser la diversité dans les postes de direction. Merci au Conseil @AdvanceBizWomen pour le rapport sur les moyens de promouvoir le leadership des femmes dans l’économie:https://pm.gc.ca/fra/nouvelles/2018/10/29/premier-ministre-salue-rapport-final-du-conseil-canado-americain-lavancement …",,@AdvanceBizWomen,,1056931210222596096,https://twitter.com/JustinTrudeau/status/1056931210222596096
2018-10-29 14:26:17,JustinTrudeau,,93,1169,5515,"Awful news from Indonesia this morning – Canada sends its deepest condolences to everyone who had a friend, loved one, or family member on board flight JT610. My heart & thoughts are with all those affected by this tragedy.",,,,1056915129026207745,https://twitter.com/JustinTrudeau/status/1056915129026207745
2018-10-29 14:26:02,JustinTrudeau,,14,82,471,"Terrible nouvelle en provenance d’Indonésie ce matin. Le Canada offre ses plus sincères condoléances à tous ceux qui avaient un ami, un proche ou un membre de leur famille à bord du vol JT610. Mon cœur et mes pensées accompagnent toutes les personnes touchées par cette tragédie.",,,,1056915064324870144,https://twitter.com/JustinTrudeau/status/1056915064324870144
2018-10-29 02:29:09,JustinTrudeau,,73,153,1261,"Our talented musicians tell the stories of this great land and share them with the world. Tonight at the 40th #GalaADISQ, we celebrated the many Quebec artists whose music is the backdrop of our daily lives. Congratulations to all the nominees and winners.pic.twitter.com/kLgZnoIB2c",,,#GalaADISQ,1056734655259533312,https://twitter.com/JustinTrudeau/status/1056734655259533312
2018-10-29 02:28:28,JustinTrudeau,,22,47,370,"Nos talentueux musiciens font connaître les histoires de notre beau pays au monde entier. Ce soir, au 40e #GalaADISQ, nous avons rendu hommage aux nombreux artistes québécois dont la musique fait partie de notre quotidien. Félicitations aux finalistes et aux lauréats.pic.twitter.com/Wmp3yebw3c",,,#GalaADISQ,1056734484635271168,https://twitter.com/JustinTrudeau/status/1056734484635271168
2018-10-28 19:34:59,JustinTrudeau,,87,82,468,"Today we announce the by-election in Leeds–Grenville–Thousand Islands and Rideau Lakes will be held on December 3.https://pm.gc.ca/eng/news/2018/10/28/prime-minister-announces-election-leeds-grenville-thousand-islands-and-rideau-lakes …",,,,1056630426775764995,https://twitter.com/JustinTrudeau/status/1056630426775764995
